,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
2602,"শ্রীলঙ্কায় তো তামিমরা খেলতেই যায়নি! গিয়েছে বাংলাদেশের বিপদের দিনে শ্রীলঙ্কা যে পাশে দাঁড়িয়েছিল তার প্রতিদান দিতে! সুতরাং এই হার লজ্জার নয়! এই হার প্রতিদানের, এই হার মালিঙ্গার বিদায়ী উপহার!",1.0,0.0,0.0,0.0,0.0,0.0
2603,very funny 😀😀😀,0.0,0.0,0.0,0.0,0.0,0.0
2604,ফাকিন 🤪😜🤪😜🤪🤪,1.0,1.0,1.0,0.0,0.0,0.0
2605,পতিতালয় থেকে আসছে😂😂,1.0,1.0,0.0,0.0,1.0,0.0
2606,wow Joss you,0.0,0.0,0.0,0.0,0.0,0.0
2607,osthir sundor..lekha..,0.0,0.0,0.0,0.0,0.0,0.0
2608,beparta dekho... ??????,0.0,0.0,0.0,0.0,0.0,0.0
2609,কিছু বললাম না 😡😡😡😡😡,0.0,0.0,0.0,0.0,1.0,0.0
2610,valo hoti poysa lagi na ok valo hohe ja,0.0,0.0,0.0,0.0,0.0,0.0
2611,দুর শালা টুপি মাথায় দিয়ে এই সব করলি কেন,1.0,0.0,0.0,0.0,1.0,0.0
2612,jokhon AIUB er perform dekhchilam thokhon theke . ?????,0.0,0.0,0.0,0.0,0.0,0.0
2613,পাশে থাকলে পাশে পাবেন 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
2614,"pura video nh dekhlay dekhe asan
sala abal akta amn video kew sare nki",1.0,0.0,0.0,0.0,1.0,0.0
2615,এই মুভিটি তৎকালীন আলোড়ন সৃষ্টিকারী ভৌতিক সিনেমা ছিল। যা অস্কারের জন্য মনোনীত হয়েছিল। এ সময় এসে আমিও দেখেছি খুব সুন্দর একটি মুভি বোঝাই যায়না 70 দশকের মুভি।,1.0,0.0,0.0,0.0,0.0,0.0
2616,২ দিন পর তাকে পুরস্কৃত করলেও অবাক হওয়ার কিছু থাকবে না।,1.0,1.0,0.0,0.0,1.0,0.0
2617,অতিরিক্ত মাংস বিশিষ্ট প্রাণী,0.0,0.0,0.0,0.0,1.0,0.0
2618,sk hossain387,0.0,0.0,0.0,0.0,0.0,0.0
2619,tor hogai parbo😂,1.0,1.0,0.0,1.0,0.0,0.0
2620,sunny leon Bangladeshe ashche to chelera tomader crusher shathe meet korte jabe na😂🥴😒,0.0,0.0,0.0,0.0,0.0,0.0
2621,Amin,0.0,0.0,0.0,0.0,0.0,0.0
2622,দেখে ফেলেছি,0.0,0.0,0.0,0.0,0.0,0.0
2623,কানকিমাগি,1.0,0.0,0.0,0.0,0.0,0.0
2624,"এতো বড় মোবাইল ফোন খুজেঁ পেলো!  অথচ আমিন বাজারের এতো ছোট  ট্যাক্সিক্যাবটি খুঁজে পাওয়া গেলো না, নদীর নিচে উঁচু নিচু গর্তে হারিয়ে গেলো ইউএনও স্ত্রী র মোবাইলের চেয়েও ছোট ট্যাক্সিক্যাব টি",0.0,0.0,0.0,0.0,0.0,0.0
2625,পাগল ছাগল টিকটক করতে আসচে😂😏,0.0,0.0,0.0,0.0,1.0,0.0
2626,একসাথে দুই লেসবো ক্যামেরাবন্দী!!,1.0,0.0,0.0,0.0,0.0,0.0
2627,পাপকে ঘৃনা করো but পাপীকে নয়........,0.0,0.0,0.0,0.0,0.0,0.0
2628,Next star Hobe Digi,0.0,0.0,0.0,0.0,0.0,0.0
2629,eto josh kemne hoy,0.0,0.0,0.0,0.0,0.0,0.0
2630,robot na ki manush ami shei chinta korteci,0.0,0.0,0.0,0.0,1.0,0.0
2631,"আমি এদের দোষ দিব না, দোষ দিব সেই সব কনডম কোম্পানিকে, যারা বেশি টাকা লাভের আশায় পাতলা কনডম বিক্রি করে। আর সেই কনডমের মাথা ছিড়ে এসব আবাল জন্ম হয়।😂😂😂",1.0,0.0,1.0,0.0,0.0,0.0
2632,Superb 🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
2633,কোন সভ্য ঘরের বিয়েতে এমন অতিথি হয় না।,1.0,0.0,0.0,0.0,0.0,0.0
2634,দেশি পতিতাদের সাথে বিদেশি পতিতা,0.0,0.0,0.0,0.0,1.0,0.0
2635,ফলো বেক দেন,0.0,0.0,0.0,0.0,0.0,0.0
2636,এটা কে জানি একে তো মনে হয় ছবিতে দেখছি,1.0,0.0,0.0,0.0,0.0,0.0
2637,toka chodbo,0.0,0.0,1.0,1.0,0.0,0.0
2638,দুই সানি লিয়ন এক সাথে।,1.0,0.0,0.0,0.0,0.0,0.0
2639,আল্লাহ আমি তো পুতুল মনে করছি 🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
2640,"আমাগো দেশে বিশুদ্ধ পানির জন্য হাহাকার, একবেলা খাবারের জন্য হাহাকার, চিকিৎসার জন্য হাহাকার, এগুলো নিয়ে রোর বাংলা কখনো লিখলো না!!  অথচ উগ্র তামিলনাড়ু এর পানির সংকট নিয়ে ঠিকই আর্টিকেল করে ফেলছে!!",0.0,0.0,0.0,0.0,0.0,0.0
2641,ঠিক বস,0.0,0.0,0.0,0.0,0.0,0.0
2642,পোরা কটকটু মতো লাগে তোমাদেরকে 😅😅😅,0.0,0.0,0.0,0.0,0.0,0.0
2643,"salman to salman I,,,, bangladesh e tomar moto youtuber ar kokhono honena,,,,,love you boss,,,,,rubayet+salman",0.0,0.0,0.0,0.0,0.0,0.0
2644,এক পা কবরে চলে গেছে তবুও সয়েতানি কমে না মা গুনে শন্তান এর ছেলেকে না কি বড় হুজুর বানাবে আপু এখন সময়ে আছে তওবা করে নেন ভালো ভাবে চলেন,0.0,0.0,0.0,1.0,0.0,0.0
2645,sany lune,0.0,0.0,0.0,0.0,0.0,0.0
2646,দিঘী লিওন😅😂,0.0,0.0,0.0,0.0,0.0,0.0
2647,Tor Dona marbo😅😅😅😅😅😅,1.0,0.0,0.0,0.0,0.0,0.0
2648,নঠি,1.0,0.0,0.0,0.0,1.0,1.0
2649,খেলা দিবেন😏😏,1.0,0.0,0.0,0.0,0.0,0.0
2650,nas,0.0,0.0,0.0,0.0,0.0,0.0
2651,what guya😳,1.0,0.0,0.0,0.0,0.0,0.0
2652,আচ্ছা আপু আপনার নাম,0.0,0.0,0.0,0.0,0.0,0.0
2653,ঠিক ভাই 🥰🥰🥰🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
2654,আর ৩ ৪টা পরলে ভালো হইতো😂😂😂😂,0.0,0.0,0.0,0.0,1.0,1.0
2655,এইরকম বিডিও কোন এপ দিয়ে করে,0.0,0.0,0.0,0.0,0.0,0.0
2656,অনেক টা এগিয়ে গেছে আমাদের বাংলাদেশ 😳😂,0.0,0.0,0.0,0.0,0.0,0.0
2657,tour naner kale gora,1.0,1.0,0.0,0.0,0.0,0.0
2658,এত পরি🥰🥰,1.0,0.0,0.0,0.0,0.0,0.0
2659,কি দেখলাম এটা পুরাই তো ম্যাজিক😂😂,1.0,0.0,0.0,0.0,1.0,0.0
2660,আল্লাহ গো আল্লাহ কি দেখি গো এসব আল্লাহ সকল কে হেদায়েত করুন আমিন 🥺🥺,0.0,0.0,0.0,0.0,0.0,0.0
2661,toi ki bajaerr meye,0.0,0.0,0.0,0.0,1.0,0.0
2662,Hoite pare kintu! ??,0.0,0.0,0.0,0.0,0.0,0.0
2663,আরো দুইটাই ভিডিও চাই বস,0.0,0.0,0.0,0.0,0.0,0.0
2664,বুইড়া হইলেও তুই এমন টাউট থাকবি....,1.0,1.0,1.0,0.0,1.0,0.0
2665,আগুন,0.0,0.0,0.0,0.0,0.0,0.0
2666,naic,0.0,0.0,0.0,0.0,0.0,0.0
2667,voice taa vallagsay 😳,0.0,0.0,0.0,0.0,0.0,0.0
2668,সরল মনে নিয়েছে কি না খতিয়ে দেখা হোক,1.0,1.0,0.0,0.0,0.0,0.0
2669,really মানুষ 😳,0.0,0.0,0.0,0.0,1.0,0.0
2670,"ট্রেনিং নিতে গেছ।
কয়দিন পর আমরাও দিঘীলিওনের লিংক পাবো😁😁",0.0,0.0,0.0,0.0,1.0,0.0
2671,আল্লাহ এসব মেয়ে কোন ছেলেকে দেখাও না আমার কলিজার টুকরা ভাইদের চোখের জিনা গুনাহ হবে,0.0,0.0,0.0,0.0,0.0,0.0
2672,putul fel,0.0,0.0,0.0,0.0,0.0,0.0
2673,"একটা লাইকের,জন্য, কি,কসট,
করচে",0.0,0.0,0.0,0.0,0.0,0.0
2674,আল্লাহ্ এদেরকে হেদায়েত দান করুন,0.0,0.0,0.0,0.0,0.0,0.0
2675,Tomare boykot korle moja pabe manush kmne.  Binodon er jnno raikha dise jonogon bojhonai baperta ?,0.0,0.0,0.0,0.0,0.0,0.0
2676,nice❤️❤️❤️❤️,0.0,0.0,0.0,0.0,0.0,0.0
2677,Tor pasai,1.0,0.0,0.0,0.0,0.0,0.0
2678,কিছু বলার নাই,0.0,0.0,0.0,0.0,1.0,0.0
2679,"পর্দা নিয়ে বেয়াদবি টা বন্ধ কর,,,, পদা আমাদের সম্মান",0.0,0.0,1.0,0.0,0.0,0.0
2680,"goru ojon o mota hole kano khoti nai ,",1.0,0.0,0.0,0.0,0.0,0.0
2681,পাবলিক এর কাছে আয় জুতা দিয়া পিটাইয়া তোর গোয়া চিকন করে দিবে জাউরা মহিলা,1.0,1.0,1.0,1.0,0.0,0.0
2682,কি রে আগুন 🤗,0.0,0.0,0.0,0.0,0.0,0.0
2683,woow🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
2684,কাজের মত কাজ করছে,1.0,0.0,0.0,0.0,0.0,0.0
2685,পুটকিমারা সারা,1.0,1.0,1.0,0.0,0.0,0.0
2686,sala pagul na ki,0.0,0.0,0.0,0.0,1.0,0.0
2687,"right,,,,,, amaro same question..... chelera mone kore meyera choto choto kapor pore bole rape hoy kintu bastob e borka pora, choto baby, porda kora mohila, bura mohilarao rape hoy er karon ki,,, karon holo somaj e etoe janoyar der moto dekhte purush hoye gese jara khub nilojjo ar behaya????????",1.0,0.0,1.0,0.0,0.0,0.0
2688,si,0.0,0.0,0.0,0.0,0.0,0.0
2689,Dese kono Niyom nai ain nai ase shudu khomotar dapot Allah jenu oder bicar kore,1.0,0.0,0.0,0.0,0.0,0.0
2690,writer id ta jana thakle janaben plz,0.0,0.0,0.0,0.0,0.0,0.0
2691,বাহ  !!!,1.0,1.0,0.0,0.0,0.0,0.0
2692,কয়েকদিন আগে খুলনা শহরের এক ভদ্রলোকের কাছে শুনেছি খুলনা শহরে নাকী পানির পাম্প দিয়ে ও পানি উঠানো যাচ্ছে না।  আমাদের ও এই রকম হবে 😥,0.0,0.0,0.0,1.0,0.0,0.0
2693,Amk hate korar moto kew asen?  Thakle reply diyen. ???,0.0,0.0,0.0,0.0,0.0,0.0
2694,দুই মাগি এক জায়গায়,1.0,0.0,1.0,0.0,0.0,0.0
2695,খুলে দেখাও,0.0,1.0,0.0,0.0,0.0,0.0
2696,Very hot tumi,0.0,0.0,0.0,0.0,0.0,0.0
2697,পাপ হবে এর চেয়ে ভালো তুমি পতি তলায় চলে যাও কিছু টাকা ও পাবে বেয়াদব মেয়ে,1.0,1.0,1.0,0.0,1.0,1.0
2698,কিরে পাগল,0.0,0.0,0.0,0.0,1.0,0.0
2699,r aktu vaiya,0.0,0.0,0.0,0.0,0.0,0.0
2700,আই লাইক ইট,0.0,0.0,0.0,0.0,0.0,0.0
2701,Ha valou hoi,0.0,0.0,0.0,0.0,0.0,0.0
2702,soytan may 😠😠😠😠,1.0,0.0,0.0,0.0,0.0,0.0
2703,ডিগ্রি ও দ্বিতীয় সানি লিওন,1.0,0.0,1.0,0.0,0.0,0.0
2704,Vai ki dekhlam,0.0,0.0,0.0,0.0,0.0,0.0
2705,"আর একটু ওটায় দাও, ছেলেদের পানির ঢলে তোমার গোসল হয়ে য়াবে।",0.0,0.0,1.0,0.0,0.0,0.0
2706,কি মালরে ভাই দেখলেই দারাই যাই,1.0,1.0,1.0,0.0,1.0,0.0
2707,"দেশে দেখি নতুন নতুন জ্ঞানী,গুনি আবির্ভাব ঘটেছে।",1.0,0.0,0.0,0.0,0.0,0.0
2708,nice Look,0.0,0.0,0.0,0.0,0.0,0.0
2709,Amar shathe shojashoji na kothai bole amar bepar e kotha bole',0.0,0.0,0.0,0.0,0.0,0.0
2710,Jessikar huga cato.Judi akta pad marto tokhon ki hoito ami tw atai vebe pai na..,1.0,1.0,1.0,0.0,1.0,0.0
2711,জন্মের পরে বিষ দিয়ে এই খানকির পোলারা মেরে ফেলা উচিত ছিল...,0.0,1.0,0.0,1.0,0.0,0.0
2712,কত টাকা নষ্ট করছি এই গেমস এর পেছনে!!!!,0.0,0.0,0.0,0.0,0.0,0.0
2713,দিলেতো নুনুটা খাড়া করে,1.0,0.0,0.0,0.0,0.0,0.0
2714,toi cladar shatha goroskan,1.0,0.0,0.0,0.0,0.0,0.0
2715,tomar voice kob sundor,0.0,0.0,0.0,0.0,0.0,0.0
2716,Apnaka onak thanks.,0.0,0.0,0.0,0.0,0.0,0.0
2717,টিকটক করবি না আর হালার ঘরে হালা হুমুন্দির পুতে টিকটক করলে তোর মায়েরে তুই চোদস,0.0,0.0,1.0,0.0,1.0,0.0
2718,আহারে বাংলাদেশ আহারে হাসিনা খলিফা,1.0,0.0,0.0,0.0,0.0,0.0
2719,ঘৃণা হচ্ছে নিজের ওপর যে আমি একজন বাঙালি. কিছু না বুঝেই পিটিয়ে হত্যা করা এখন একটা সাধারণ ঘটনা হয়ে গেছে. দেশের আইন শৃঙ্খলা বাহিনীর কোনো পরোয়া করছেনা এরা,1.0,0.0,0.0,0.0,0.0,0.0
2720,পাগলচোদা,1.0,1.0,0.0,0.0,0.0,0.0
2721,আরে ভাই এটা মেয়ে নাকি পুতুল,0.0,0.0,0.0,0.0,0.0,0.0
2722,Nise🥰🥰🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
2723,aborjona somudre fele pani dusito korbe na bolei ato kom manus nia rouna hoecilo tai somudrer pani ato soccho,0.0,0.0,0.0,0.0,0.0,0.0
2724,"টিকটক টারে পচাই ফেললো,,,খেত অশিক্ষিত,,, এত টা নোংরা বস্তির যে বোঝায় জায়,,,এরে জারা সাপোর্ট করে তারা ও বস্তির",0.0,0.0,0.0,0.0,1.0,0.0
2725,নডি তাই,1.0,0.0,0.0,0.0,0.0,0.0
2726,জলহস্তি,0.0,0.0,0.0,0.0,1.0,0.0
2727,mal khou,1.0,1.0,1.0,0.0,0.0,0.0
2728,moto.mota,0.0,0.0,0.0,0.0,0.0,1.0
2729,"Nijer sathe arong k tulona koro? Arong o brand arong theke sobai kena kata kore,Tumi o ki brand?tomake o ki sobai kine??",0.0,0.0,0.0,0.0,0.0,0.0
2730,ektu por,0.0,0.0,0.0,0.0,0.0,0.0
2731,খেলবি,1.0,0.0,0.0,0.0,0.0,0.0
2732,গোলামের পুত হতিনের পুতে কয় কি,0.0,1.0,1.0,0.0,0.0,0.0
2733,Belashe zion obvosto manuser jaill zion kostokor jar protefolon cheaharay futea otea. tarupor sea akjon bridho o oshusto nare bonde zebon kahel to hoben.,0.0,0.0,0.0,0.0,0.0,0.0
2734,wonderful 😳😳😳,0.0,0.0,0.0,0.0,0.0,0.0
2735,এ সালা হিজলা জুতা দিয়ে পিটাবো,0.0,0.0,0.0,1.0,1.0,1.0
2736,Onek valo silo likhata ??????,0.0,0.0,0.0,0.0,0.0,0.0
2737,পুতুল নাকি? মানুষ যে বিশ্বাস হচ্ছে না৷,0.0,0.0,0.0,0.0,0.0,0.0
2738,নাইচ বিউটিফুল,0.0,0.0,0.0,0.0,0.0,0.0
2739,"আমার প্রশ্ন টা হলো যেখানে ওরে জামা কাপড় ছাড়ায় আমরা দেখছি সেখানে ওর জামা পড়ারইবা কি দরকার,,না পড়লেই পারতো।",0.0,0.0,1.0,0.0,0.0,0.0
2740,Kase aso na  Aro kase ashona? Different look a tumi Bar bar asho na????,0.0,0.0,0.0,0.0,0.0,0.0
2741,Khubi valo laglo,0.0,0.0,0.0,0.0,0.0,0.0
2742,wow tmr bata ta onk sundhu akto dekaw nh plz,0.0,0.0,0.0,0.0,0.0,0.0
2743,পাগলা মাল 😁😁😁😁😁😁😁😁,1.0,0.0,0.0,0.0,1.0,0.0
2744,এটা টিক হয় নাই🥺,1.0,0.0,0.0,0.0,0.0,0.0
2745,কুকুরের বাচ্চা,0.0,0.0,0.0,0.0,1.0,0.0
2746,wooow😅😌😌😌😌,0.0,0.0,0.0,0.0,0.0,0.0
2747,নাউজুবিল্লাহ্😀😀😀😀😀,0.0,0.0,0.0,0.0,0.0,0.0
2748,আমার আইডিটা একটা ফলো করে দেন প্লিজ😢😢😢,0.0,0.0,0.0,0.0,0.0,0.0
2749,আক্কাস থেকে জাক্কাস হয়ে গেলেন,0.0,0.0,0.0,0.0,0.0,0.0
2750,খারাপ মেয়ে বাংলাদেশেও চলে এসেছে 😡😡,1.0,0.0,0.0,0.0,0.0,0.0
2751,Khankir po,1.0,0.0,1.0,0.0,1.0,0.0
2752,টিক টক আর কি দেখাবে🥰এটা কি মানুষ না পুতুল😅,0.0,0.0,0.0,0.0,1.0,0.0
2753,চারিদিকে খালি ওয়াও ওয়াও ওয়াও❤❤❤❤❤❤,1.0,0.0,0.0,0.0,0.0,0.0
2754,"২,২২৩ জনের মধ্যে এই বিয়োগাত্মক ঘটনায় বেঁচে ছিলো মাত্র ৬০৬ জন। সেই ঘটনার পর কেটে গেছে ১০০ বছরেরও বেশি সময়। তবুও টাইটানিক নিয়ে কল্পকাহিনী, মিথ কিংবা বিভিন্ন ষড়যন্ত্র তত্ত্ব সময়ের সাথে সাথে আরো ডালপালা ছড়াচ্ছে।",0.0,0.0,0.0,0.0,0.0,0.0
2755,so funny😅😅😂,0.0,0.0,0.0,0.0,0.0,0.0
2756,so nice 🥰🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
2757,এই মাগি হোল নিবার শখ হয়ছে ফিগার তো ভালোই😏😏😏😏😏😏😏,1.0,1.0,1.0,1.0,0.0,1.0
2758,কি ম্যাজিক দেখাইলা 🥰,0.0,0.0,0.0,0.0,0.0,0.0
2759,এই দেশে আওয়ামী লীগ আর বিএনপি করে কি লাভ জদি 🤬 সানি লিওন মত মানুষ বাংলাদেশে আসতে পারে অথচ 😓মিজানুর রহমান আজহারী হুজুর থাকে দেশের বাইরে 🙏🙏🙏,0.0,0.0,0.0,0.0,0.0,0.0
2760,টিক টকে ডুকলেই দেখি এই বেডির ভিডিও🤬🤬🐸🤧⚔️,0.0,0.0,0.0,0.0,1.0,0.0
2761,nise kalo eta ki,0.0,0.0,0.0,0.0,0.0,0.0
2762,amon akkhan biya ami o korte chai ????????,0.0,0.0,0.0,0.0,0.0,0.0
2763,গুয়া🙄,0.0,0.0,1.0,0.0,0.0,0.0
2764,জয় বাংলা🥰⛵⛵⛵,0.0,0.0,0.0,0.0,0.0,1.0
2765,sunny dese asche nki🥺🥺,0.0,0.0,0.0,0.0,0.0,0.0
2766,sunny er kase inspiration nite gese,0.0,0.0,0.0,0.0,0.0,0.0
2767,Thak kicu bollam naho🙃,0.0,0.0,0.0,0.0,0.0,0.0
2768,. Saala nije ki koros oyta Dak .,1.0,1.0,0.0,0.0,1.0,0.0
2769,বানচোদ!,1.0,0.0,1.0,0.0,1.0,0.0
2770,উনাকে হাতিয়ে দেখলে হাতি ও লজ্জা পাবে😂,0.0,0.0,0.0,0.0,0.0,0.0
2771,আমি ভাই,0.0,0.0,0.0,0.0,0.0,0.0
2772,বাড়ী যাওয়ার যে কি আনন্দ তা বলে বুঝানো যাবেনা😍,0.0,0.0,0.0,0.0,0.0,0.0
2773,. oi video ta te kharap kichui silona. hudai eto jhamela korse...,0.0,0.0,0.0,0.0,0.0,0.0
2774,এই ভাইয়ের মাথা খারাপ হয়ে গেছে 😁😁😁😁😁😁,0.0,0.0,0.0,0.0,1.0,0.0
2775,Sunny Leone😅😅😅,0.0,0.0,0.0,0.0,0.0,0.0
2776,"কাল রোজ হাসোরের দিন এদের সাথে আপনার ,শামিল করবে ইনশাআল্লাহ",0.0,0.0,0.0,0.0,0.0,0.0
2777,tomar morar voi ny,0.0,0.0,0.0,0.0,0.0,0.0
2778,এই মহিলাকে টিকটক কোম্পানি কিভাবে ভিডিও করতে দে সমাজ নষ্ট করার জন্য এই মহিলার মতো একজন থাকলেই হবে 😡😡😡😡,0.0,0.0,0.0,0.0,0.0,0.0
2779,নেকামু দেখে আর বাঁচি না 😏😏😏,0.0,0.0,1.0,0.0,0.0,0.0
2780,sala akta hattir bacca,0.0,0.0,0.0,0.0,1.0,1.0
2781,Jara offensive commnts kortesen.! Ase pashe ki hocche na hocche esob na vebe!    asole apnder uchit gun diye nijer mathay rekhe trigge pull kora!    JOTTOSOB!   kichu bolte na paren atlst offensive kotha bole nijera na gu khan etar prove diyen na!!!    !   Point hocche issue ta ki niye!  Is it worthy or not!!!    Bloodly!!,1.0,0.0,0.0,0.0,0.0,0.0
2782,কোন ভয় নেই স্বামি স্ত্রীর ক্ষতি করবে না 😃😃,1.0,0.0,0.0,0.0,0.0,0.0
2783,Ai kotha shunte....last 11 years sick & tired hoye giyeche desh er public.,1.0,0.0,0.0,0.0,0.0,0.0
2784,Chorom binodon!!!!????????????????,0.0,0.0,0.0,0.0,0.0,0.0
2785,voda ta aktu dektam go,1.0,1.0,1.0,0.0,0.0,0.0
2786,welcome to জাহান্নাম,1.0,0.0,0.0,0.0,0.0,0.0
2787,"he he.. esob post porle hasi ase,kew lekhe meyeder dukkher kotha,kew likhe cheleder dukkher kotha...",0.0,0.0,0.0,0.0,0.0,0.0
2788,আর কতো কি যে শোনমু এই দেশের অমানুষদের ফাজলামি।,1.0,0.0,0.0,0.0,0.0,0.0
2789,voda dekhao sobai dekhuk,1.0,1.0,1.0,0.0,0.0,0.0
2790,পিচলে পরলে সর্বনাশ হয়ে যাবে😁😂😂,1.0,0.0,0.0,0.0,0.0,0.0
2791,আমার ভালো লাগে,0.0,0.0,0.0,0.0,0.0,0.0
2792,ছাকচি,1.0,0.0,0.0,0.0,0.0,0.0
2793,koi jou,0.0,0.0,0.0,0.0,0.0,0.0
2794,Amra bangladeshira otirikto ortho orjon korar lov shomboron korte na pere nijerai nijeder hate poribesh noshto kore deshke poribesh biporjoyer mukhomukhi nie eshechi.,1.0,0.0,0.0,0.0,0.0,0.0
2795,এইটা দেখি আফ্রিদি,1.0,0.0,0.0,0.0,0.0,0.0
2796,love This song (onno keo.)..???..mone dhorce song ta akdomm.... Amar moto tomai ato valobashbe ke bolo???,0.0,0.0,0.0,0.0,0.0,0.0
2797,United State er neighbour na.bujte hoba,1.0,0.0,0.0,0.0,0.0,0.0
2798,দুনো টা নোয়াখালীর,0.0,0.0,0.0,0.0,0.0,0.0
2799,বাহ্ চুদির্ভাই বাহ্ 😠😠 তুইতো মানুষনা পুরাই চুদির্ভায়ের বাচ্চা তুই 🌚🌚,1.0,1.0,1.0,0.0,1.0,1.0
2800,চাপুট করি বাই,1.0,0.0,0.0,0.0,0.0,0.0
2801,এত লম্বা মানুষ নাকি,1.0,0.0,0.0,0.0,0.0,0.0
2802,wow🥰so🥰nice🥰,0.0,0.0,0.0,0.0,0.0,0.0
2803,Dada Hoi picci tar   eXtReMe NoIsE,0.0,0.0,0.0,0.0,0.0,0.0
2804,ছাগল দিয়ে তোর মা কে চুদা বো,0.0,1.0,0.0,0.0,1.0,0.0
2805,voice ta smart khube,0.0,0.0,0.0,0.0,0.0,0.0
2806,চালিয়ে যান😁🥰😂,1.0,0.0,0.0,0.0,0.0,0.0
2807,খতিয়ে দেখার কি আছে? কথা ছবি ভিডিও পরিস্কার।   মিডিয়া ভন্ডামীতে আরো নিরল্জ্জ।,0.0,0.0,0.0,0.0,0.0,1.0
2808,সোহানলালের কোন দোষ নেই।আমি হলেও তাই করতাম।,0.0,0.0,0.0,0.0,0.0,0.0
2809,নতুন পাগলের আমদানি শুরু,0.0,0.0,0.0,0.0,1.0,1.0
2810,"Jekhanei thako baat khaiyo, khub tesh",1.0,0.0,0.0,0.0,0.0,0.0
2811,এরে আমার মানুষ মনে হয়না,1.0,0.0,0.0,0.0,0.0,0.0
2812,"এই সব মেয়েদের জুতা পিটা করা দরকার,, এদের জন্য সব মেয়েদের বদনাম হয়😡😡😡😡😡",0.0,0.0,0.0,1.0,1.0,0.0
2813,Tumi ki ai groher naki onno kono groher seta jante chaowa amr nispap mon🙄😒🤔,1.0,0.0,0.0,0.0,0.0,0.0
2814,জাতি তুমার রুপের প্রেমে পড়ে গেছে 🥰🥰,0.0,0.0,0.0,0.0,1.0,0.0
2815,kanna chole ashlo .sotti sobai jodi sobar pashe darato duniyata onek sundor hoto,0.0,0.0,0.0,0.0,0.0,0.0
2816,ধুর খানকির পোলা। এরে দেখলে মাথা গরম হয়ে যায়,1.0,1.0,0.0,0.0,1.0,0.0
2817,মেয়েদের বাড়তি জিনিস অাছে পারবেই তো,0.0,0.0,0.0,0.0,0.0,0.0
2818,আমার জন্যে এত দূর কষ্ট করে না আসলেও পারতে তুমি ! 😙😌,0.0,0.0,0.0,0.0,0.0,0.0
2819,এ একটা বলদ,0.0,0.0,0.0,0.0,0.0,0.0
2820,পুলিশকে এক্ষেত্রে কঠোর হতে হবে😤,0.0,0.0,0.0,0.0,0.0,0.0
2821,ঘছজ,1.0,0.0,0.0,0.0,0.0,0.0
2822,কুত্তার বাচ্চাকে জুতা পিঠা কর,0.0,0.0,0.0,1.0,1.0,0.0
2823,এই সেই এক মাএ নাইকা যে এত দেখার পরেও দেখার ইচ্ছা করতেছ আমাদের😅,0.0,0.0,0.0,0.0,0.0,0.0
2824,পিরা একটা হাতি,1.0,0.0,0.0,0.0,1.0,1.0
2825,"এখানে কমেন্ট করতে আসা লোকের চেয়ে, কমেন্ট পড়তে আসা লোকের সংখ্যা অনেক বেশি হবে। তাদের জন্য বিরিয়ানীর ব্যাবস্থা রাখা হোক..🙂",1.0,0.0,0.0,0.0,0.0,0.0
2826,wow🥰,0.0,0.0,0.0,0.0,0.0,0.0
2827,তামিমদের বিচি দুইটা হাতুড়ি দিয়া ছেঁইচা দিতে পারলে মনে শান্তি লাগতো।,1.0,0.0,0.0,0.0,0.0,0.0
2828,sala pora hijla,0.0,0.0,0.0,0.0,1.0,1.0
2829,তরে চুদি 😂😂,1.0,0.0,1.0,0.0,0.0,0.0
2830,ফুলের মালা ও পাহারা দিয়ে এয়ারপোর্ট থেকে নিয়ে আসবে।,0.0,0.0,0.0,0.0,0.0,0.0
2831,আগে একসময় গুগলে www.suny leon xxx. com লিখে সার্চ দিতাম😌😌😌😌,1.0,0.0,1.0,0.0,0.0,0.0
2832,thik kotha vai,0.0,0.0,0.0,0.0,0.0,0.0
2833,Balo oddog,0.0,0.0,0.0,0.0,0.0,0.0
2834,tui mor,0.0,0.0,0.0,0.0,1.0,0.0
2835,tumar navi ta dekle amar💋💋💋💋💋,1.0,1.0,1.0,0.0,0.0,0.0
2836,ইস আমি যদি একবার কাছ থেকে দেখার সুযোগ পেতাম,0.0,0.0,0.0,0.0,0.0,0.0
2837,How amazingly people can be brainless in this era eta vebei amr kosto hocche!!!,1.0,0.0,0.0,0.0,0.0,0.0
2838,"sani
akjon valo ma
kinto loke kahrap bole
asole temon noy🥰",0.0,0.0,0.0,0.0,0.0,0.0
2839,অাইস‌িসি র উচ‌িত বাংলাদ‌েশের ওয়ানড‌ের মর্যাদা ক‌েড়ে ন‌েওয়া,1.0,0.0,0.0,0.0,0.0,0.0
2840,Dili to amar ajker din tar hoga maira,1.0,0.0,1.0,0.0,0.0,0.0
